transaction_id,user_id,amount,location,time,transaction_type,device,previous_fraud,fraud
30120,18788,2585.53,New York,2021-12-23 15:57:09.548258,Deposit,Crypto Wallet,0,0
30121,15703,261.22,Moscow,2022-10-29 22:07:38.212929,Transfer,Crypto Wallet,1,0
30122,36398,4992.55,Las Vegas,2022-07-25 14:14:09.910221,Bill Payment,POS,0,0
30123,22126,3261.01,Dubai,2022-07-30 01:36:29.802818,Transfer,Web,0,1
30124,3395,8938.79,Miami,2022-08-20 09:01:21.326035,Transfer,ATM,0,1
30125,18528,636.46,Tokyo,2020-07-10 07:12:15.203421,Purchase,POS,0,0
30126,30018,444.94,London,2023-08-12 10:54:41.346973,Transfer,ATM,0,0
30127,21175,1343.52,Tokyo,2021-05-20 06:30:04.043519,Withdrawal,POS,0,0
30128,13463,621.22,Las Vegas,2020-05-15 14:29:11.491924,Purchase,Mobile,0,0
30129,43575,4826.18,Dubai,2021-11-24 14:58:16.389845,Deposit,Crypto Wallet,1,1
30130,37078,4691.0,Chicago,2022-02-07 19:36:23.514328,Withdrawal,Crypto Wallet,0,0
30131,9031,328.29,Tokyo,2021-05-26 02:33:42.656053,Bill Payment,POS,0,1
30132,49207,4131.75,Chicago,2021-05-15 23:14:14.190760,Deposit,ATM,0,0
30133,7717,2429.53,Chicago,2023-12-12 14:03:46.227632,Transfer,ATM,0,0
30134,16810,7557.27,Moscow,2023-04-28 09:34:08.284091,Deposit,Crypto Wallet,0,1
30135,15244,5947.73,Chicago,2024-04-06 21:23:26.274860,Bill Payment,Mobile,0,1
30136,20610,2383.55,Dubai,2022-04-17 23:29:43.674543,Withdrawal,Crypto Wallet,0,1
30137,4989,1988.33,New York,2023-11-23 04:48:02.782970,Deposit,ATM,0,0
30138,43656,6734.66,London,2025-02-17 01:34:08.363058,Bill Payment,Web,0,1
30139,30502,741.74,Moscow,2022-04-04 17:08:22.198755,Bill Payment,Mobile,0,1
30140,3840,28.68,Moscow,2024-01-16 03:38:28.443214,Deposit,ATM,0,0
30141,27889,2415.7,Moscow,2023-12-10 20:13:56.380767,Bill Payment,POS,0,1
30142,18418,3525.15,London,2023-05-09 12:40:30.089656,Purchase,Crypto Wallet,0,0
30143,49063,4983.06,New York,2020-04-09 10:50:11.519560,Bill Payment,Mobile,0,0
30144,44801,5307.65,Los Angeles,2024-08-15 07:14:36.545466,Transfer,ATM,0,0
30145,16108,1743.1,Moscow,2020-07-18 18:20:00.888428,Purchase,Crypto Wallet,0,1
30146,9369,4361.92,London,2024-03-28 06:33:45.853493,Withdrawal,POS,0,0
30147,44951,4865.2,Las Vegas,2023-03-04 08:58:59.905012,Deposit,Crypto Wallet,1,1
30148,29135,2613.08,San Francisco,2023-09-24 11:18:42.092661,Withdrawal,Web,0,0
30149,27476,398.29,Los Angeles,2021-12-01 01:50:40.371324,Deposit,Mobile,0,0
30150,31078,1084.38,Miami,2024-07-19 09:38:29.056701,Withdrawal,Mobile,0,0
30151,18478,7372.5,Tokyo,2023-01-26 16:36:03.750446,Transfer,Web,0,1
30152,31352,4859.0,San Francisco,2022-03-09 10:00:37.808844,Withdrawal,Web,0,0
30153,15458,818.51,Las Vegas,2025-01-13 14:16:30.603563,Withdrawal,ATM,0,0
30154,15825,2225.78,Dubai,2025-02-05 22:52:52.960145,Bill Payment,Crypto Wallet,0,1
30155,24030,8177.03,Chicago,2022-05-27 10:14:01.433916,Bill Payment,POS,0,0
30156,21243,1034.09,Chicago,2021-07-08 06:29:55.022496,Transfer,Crypto Wallet,0,0
30157,31340,232.43,Los Angeles,2022-04-05 16:50:06.010238,Deposit,Web,0,0
30158,2395,5089.94,Los Angeles,2024-01-10 07:38:49.592655,Bill Payment,Crypto Wallet,0,1
30159,32437,6131.49,London,2021-05-30 05:40:03.259139,Transfer,Crypto Wallet,0,1
30160,48322,5106.39,Moscow,2025-01-06 01:05:53.425555,Purchase,Mobile,0,1
30161,33324,1244.28,Tokyo,2025-02-26 08:01:18.537138,Deposit,Web,0,0
30162,31303,8568.42,Las Vegas,2022-02-03 11:34:01.488468,Transfer,Web,0,0
30163,10712,9253.6,Los Angeles,2022-06-29 15:26:47.615835,Withdrawal,Web,0,1
30164,25486,9744.84,New York,2020-12-27 07:24:39.126245,Purchase,Crypto Wallet,0,1
30165,26962,3135.66,Miami,2020-02-14 10:52:52.252167,Bill Payment,Mobile,0,0
30166,13715,7253.31,Los Angeles,2022-01-18 01:18:00.260414,Bill Payment,Mobile,0,1
30167,39346,3282.2,Moscow,2023-08-16 02:50:08.236084,Transfer,POS,0,1
30168,41518,7159.25,Las Vegas,2020-03-25 07:07:20.576495,Transfer,POS,0,1
30169,36358,8935.48,San Francisco,2023-05-24 09:51:16.810864,Purchase,Mobile,0,1
30170,41626,3743.06,Las Vegas,2020-10-28 02:19:29.142630,Withdrawal,Crypto Wallet,0,1
30171,15831,2643.46,Miami,2021-12-03 12:11:51.059815,Deposit,ATM,0,0
30172,33058,6807.14,Las Vegas,2022-09-30 16:37:26.610188,Deposit,Web,1,1
30173,38522,284.52,Miami,2023-02-15 14:38:06.075167,Purchase,ATM,0,0
30174,41792,8341.72,New York,2020-11-20 02:44:22.447919,Purchase,ATM,0,1
30175,25080,2350.0,Las Vegas,2023-03-01 09:09:44.233568,Deposit,ATM,1,1
30176,30353,5231.38,Tokyo,2021-01-18 01:40:57.520418,Deposit,ATM,0,1
30177,41944,4996.59,Moscow,2022-06-05 06:08:33.845680,Bill Payment,ATM,0,0
30178,25538,684.37,London,2024-05-12 08:37:45.143652,Deposit,ATM,0,0
30179,48624,7184.27,Los Angeles,2021-03-26 10:40:22.210231,Withdrawal,Mobile,0,1
30180,47283,2747.89,San Francisco,2022-07-20 23:41:17.321789,Transfer,ATM,0,0
30181,16752,9649.78,Las Vegas,2021-11-25 03:07:53.339353,Bill Payment,Web,0,1
30182,17004,7010.97,Moscow,2022-09-22 17:16:44.284443,Purchase,Web,0,0
30183,4286,4392.47,London,2023-12-29 06:15:06.822384,Bill Payment,Crypto Wallet,0,0
30184,32738,8329.69,Chicago,2021-09-22 11:30:30.877852,Bill Payment,Mobile,0,1
30185,38601,8182.52,Chicago,2020-04-05 21:22:29.328992,Transfer,Web,0,0
30186,43536,2565.46,Tokyo,2021-01-21 13:41:57.563167,Bill Payment,ATM,0,0
30187,27785,7316.62,Miami,2020-11-25 10:01:44.141863,Withdrawal,POS,0,1
30188,25799,9300.04,Moscow,2020-07-08 11:37:49.004576,Bill Payment,ATM,0,1
30189,44190,5430.82,London,2020-03-21 23:16:32.932803,Bill Payment,ATM,0,1
30190,37807,1942.23,New York,2024-07-20 15:17:00.441971,Purchase,Crypto Wallet,0,0
30191,47270,2981.14,Las Vegas,2022-05-10 00:10:50.802786,Bill Payment,Crypto Wallet,0,1
30192,46521,854.06,Los Angeles,2023-05-19 22:05:46.074583,Transfer,Crypto Wallet,0,0
30193,19213,4791.26,Miami,2024-07-12 13:51:08.419969,Withdrawal,Web,0,0
30194,15051,8218.81,Las Vegas,2021-03-06 11:56:09.465481,Transfer,ATM,0,0
30195,44130,5370.32,Dubai,2022-09-22 03:49:25.618429,Bill Payment,Crypto Wallet,0,1
30196,13807,9528.74,San Francisco,2022-03-08 21:21:48.354342,Purchase,POS,0,1
30197,32544,8034.08,Dubai,2023-09-07 05:39:00.344816,Withdrawal,Crypto Wallet,1,0
30198,10780,2669.55,Dubai,2024-01-30 07:29:53.877178,Bill Payment,Web,1,1
30199,31160,2851.26,Los Angeles,2022-05-23 04:56:03.558623,Withdrawal,Web,0,0
30200,6855,9083.23,Las Vegas,2021-11-19 10:39:26.002267,Transfer,Web,0,1
30201,41120,2064.43,Los Angeles,2020-10-04 22:04:12.702131,Bill Payment,Web,0,0
30202,11020,8448.83,Los Angeles,2024-08-24 17:42:41.813307,Bill Payment,ATM,0,1
30203,28958,3284.05,Miami,2022-07-09 13:04:17.247066,Bill Payment,Crypto Wallet,0,0
30204,45926,951.79,Tokyo,2020-12-19 02:54:20.440682,Withdrawal,Crypto Wallet,0,0
30205,13785,6962.11,New York,2020-06-06 01:37:18.642348,Withdrawal,ATM,0,1
30206,23082,6249.32,Dubai,2020-09-25 07:39:44.851730,Withdrawal,ATM,0,1
30207,43152,9102.25,Las Vegas,2022-08-17 00:21:40.261082,Purchase,Crypto Wallet,1,1
30208,18327,195.58,Moscow,2020-11-11 10:14:32.609942,Purchase,Web,0,1
30209,22506,4047.71,Dubai,2021-07-17 03:15:04.426266,Withdrawal,Mobile,0,1
30210,17431,8180.19,Moscow,2020-08-09 23:07:21.124669,Withdrawal,POS,0,1
30211,8935,6543.02,Dubai,2022-10-10 00:53:29.798184,Bill Payment,Crypto Wallet,0,0
30212,14034,1192.45,San Francisco,2024-07-18 07:10:31.464236,Bill Payment,ATM,0,0
30213,30352,8751.65,London,2023-05-05 00:49:51.997512,Withdrawal,Crypto Wallet,0,1
30214,24299,1306.89,Tokyo,2024-02-21 18:40:32.154708,Bill Payment,Crypto Wallet,0,0
30215,33933,1971.59,Moscow,2020-12-16 22:49:11.258360,Transfer,POS,0,1
30216,37573,2195.63,Chicago,2024-04-07 16:47:59.337680,Withdrawal,Crypto Wallet,0,0
30217,47893,5552.13,London,2021-11-01 13:53:35.850602,Transfer,Crypto Wallet,0,1
30218,36277,9119.53,London,2020-11-03 17:00:51.605386,Bill Payment,ATM,0,0
30219,6007,8219.05,Moscow,2023-11-02 23:13:36.007643,Withdrawal,POS,0,1
30220,29107,5848.03,London,2024-04-02 06:06:27.175992,Deposit,ATM,0,1
30221,39224,7714.44,New York,2020-05-27 10:44:19.958900,Transfer,Crypto Wallet,0,1
30222,33985,1956.15,Las Vegas,2023-04-15 10:21:40.490120,Transfer,POS,0,0
30223,35685,579.27,Moscow,2020-03-14 19:10:00.349637,Withdrawal,Crypto Wallet,0,1
30224,49513,6857.93,Las Vegas,2022-11-02 13:24:23.452410,Bill Payment,POS,0,1
30225,20859,5530.68,Moscow,2023-09-24 22:20:05.481441,Withdrawal,Crypto Wallet,0,0
30226,35914,5492.01,Miami,2023-12-29 13:05:38.214987,Transfer,Crypto Wallet,0,1
30227,15575,7152.38,San Francisco,2023-10-29 21:25:45.367827,Withdrawal,Mobile,0,0
30228,26224,5493.99,Moscow,2023-07-29 01:02:46.652837,Purchase,Crypto Wallet,0,1
30229,46794,6484.1,Tokyo,2024-11-06 22:12:10.915894,Withdrawal,Web,0,1
30230,14200,7694.95,Tokyo,2023-03-07 17:24:18.251852,Transfer,Crypto Wallet,0,0
30231,39047,2975.88,Las Vegas,2020-07-14 07:14:42.678727,Purchase,ATM,0,0
30232,37713,1701.25,Chicago,2020-11-09 10:10:28.406174,Purchase,Mobile,0,0
30233,25606,223.0,Dubai,2021-11-19 22:03:59.492937,Transfer,POS,0,1
30234,48247,3580.27,Dubai,2021-08-29 08:50:05.513651,Purchase,Web,0,1
30235,8276,6300.36,Chicago,2023-07-09 19:46:13.385829,Deposit,ATM,0,1
30236,27066,5496.72,Dubai,2022-12-03 17:51:03.636768,Bill Payment,Crypto Wallet,0,1
30237,11342,7608.86,Tokyo,2020-09-14 13:21:27.333081,Deposit,POS,0,1
30238,47651,9473.86,San Francisco,2022-02-22 11:30:33.022778,Transfer,ATM,0,0
30239,45183,8498.11,Las Vegas,2021-02-17 07:23:07.099643,Bill Payment,ATM,0,0
30240,25962,2844.73,Dubai,2021-11-26 20:35:40.320841,Deposit,Mobile,0,0
30241,49483,229.48,Tokyo,2021-10-05 02:51:10.365591,Bill Payment,Mobile,0,1
30242,12838,1333.14,Moscow,2022-08-15 14:37:04.870027,Bill Payment,Crypto Wallet,0,1
30243,42218,2914.85,Tokyo,2023-01-14 15:56:00.253499,Purchase,Crypto Wallet,1,1
30244,24988,9418.22,Chicago,2021-03-06 12:04:10.801962,Deposit,Crypto Wallet,0,1
30245,32944,1913.6,Chicago,2023-08-09 07:09:44.979337,Purchase,Crypto Wallet,0,0
30246,8180,1006.88,San Francisco,2023-01-22 03:29:58.040960,Bill Payment,Mobile,0,1
30247,26639,3942.85,San Francisco,2021-08-23 00:20:14.119473,Transfer,Mobile,0,1
30248,38396,2401.19,London,2022-11-21 11:29:56.061677,Transfer,Mobile,0,0
30249,4347,1537.52,London,2021-11-18 11:04:18.318818,Deposit,Crypto Wallet,0,0
30250,33465,3901.62,Las Vegas,2023-06-08 08:33:03.340651,Deposit,POS,0,0
30251,21234,3077.75,Las Vegas,2024-06-06 03:06:55.615765,Withdrawal,Crypto Wallet,0,1
30252,38649,7837.61,Los Angeles,2020-06-12 07:18:24.342686,Transfer,Mobile,0,0
30253,32512,3507.37,Tokyo,2022-06-05 13:55:20.669286,Withdrawal,Crypto Wallet,0,0
30254,12510,3124.79,Dubai,2020-08-02 23:22:56.493516,Transfer,Mobile,0,1
30255,32382,5102.63,San Francisco,2023-07-06 08:09:28.523733,Transfer,Web,0,0
30256,8279,1039.76,Los Angeles,2021-05-30 23:34:49.747009,Deposit,Crypto Wallet,0,0
30257,36748,2968.53,Dubai,2022-10-03 16:50:29.450941,Transfer,Crypto Wallet,0,1
30258,37790,8958.0,Dubai,2024-06-24 02:20:51.238182,Withdrawal,Crypto Wallet,0,1
30259,1631,8038.81,Las Vegas,2022-06-19 11:05:30.693054,Withdrawal,POS,0,0
30260,46913,1321.0,New York,2024-12-17 19:22:13.888112,Deposit,Mobile,0,0
30261,44726,1569.26,New York,2020-01-14 18:35:39.147814,Bill Payment,Crypto Wallet,0,0
30262,49009,2356.31,Las Vegas,2024-03-23 01:12:03.452628,Withdrawal,ATM,0,0
30263,3949,5017.19,Los Angeles,2020-05-26 22:44:48.578671,Purchase,Crypto Wallet,0,1
30264,1008,6386.1,Miami,2022-12-25 23:50:30.599386,Deposit,Mobile,0,1
30265,43124,3645.8,Dubai,2021-01-01 15:12:15.659871,Transfer,Mobile,0,1
30266,36248,8549.55,Las Vegas,2024-09-27 06:32:53.103607,Withdrawal,POS,0,1
30267,14387,753.86,San Francisco,2025-01-09 05:21:59.982642,Bill Payment,Crypto Wallet,0,0
30268,41441,9980.84,San Francisco,2024-03-21 00:46:00.904886,Withdrawal,Mobile,0,0
30269,29641,8383.58,London,2021-08-24 00:14:28.984642,Bill Payment,POS,0,0
30270,6001,4152.55,Miami,2021-09-08 19:50:09.160655,Transfer,Web,0,0
30271,38169,4880.46,Los Angeles,2023-04-26 20:29:12.877973,Deposit,POS,0,0
30272,13796,4216.74,Dubai,2021-12-14 12:00:39.529966,Bill Payment,ATM,0,1
30273,15223,2751.72,Chicago,2021-03-20 11:28:01.185035,Bill Payment,Web,0,0
30274,6501,1738.08,London,2024-12-26 22:12:18.486896,Deposit,ATM,0,0
30275,35625,9543.61,New York,2024-12-19 10:37:27.422177,Transfer,POS,0,1
30276,4436,8512.23,London,2023-09-05 08:31:44.792091,Withdrawal,Mobile,0,1
30277,11202,5653.76,Moscow,2021-04-29 22:40:29.941433,Purchase,POS,0,1
30278,17627,8757.19,Las Vegas,2021-12-15 18:10:28.990424,Purchase,Mobile,0,1
30279,14226,7692.16,Los Angeles,2022-05-27 16:35:33.272917,Withdrawal,POS,0,1
30280,25910,3849.22,New York,2023-04-23 22:43:28.591920,Bill Payment,Web,0,0
30281,44482,551.92,Las Vegas,2022-11-03 06:52:16.996925,Purchase,POS,0,0
30282,46660,1257.6,Dubai,2023-09-19 20:07:42.562326,Transfer,Web,0,1
30283,29645,6309.6,San Francisco,2024-10-14 17:34:12.167640,Deposit,Web,0,1
30284,39597,2209.11,Tokyo,2022-02-17 18:03:05.556043,Deposit,Mobile,0,0
30285,43040,1421.32,Tokyo,2020-08-27 16:53:09.469820,Withdrawal,ATM,0,0
30286,29308,8575.58,Dubai,2025-02-07 04:59:14.841853,Withdrawal,POS,0,1
30287,30869,3682.04,San Francisco,2024-08-06 19:02:09.807019,Transfer,Crypto Wallet,0,0
30288,15802,3624.12,Los Angeles,2020-04-03 15:34:03.229207,Bill Payment,ATM,0,0
30289,25907,4483.43,New York,2024-11-14 09:06:49.880367,Bill Payment,ATM,0,0
30290,15848,9888.01,Tokyo,2024-04-10 22:53:58.087529,Withdrawal,Web,0,1
30291,33853,8676.78,Tokyo,2021-01-13 18:12:59.313425,Bill Payment,Crypto Wallet,1,1
30292,33926,7622.15,Miami,2022-12-03 21:24:18.924196,Transfer,Mobile,0,0
30293,9163,6024.11,London,2022-02-06 05:12:38.180630,Purchase,POS,0,1
30294,42270,1078.43,New York,2023-03-03 06:14:05.870229,Transfer,POS,0,0
30295,19908,9069.01,Miami,2022-08-03 15:22:24.672159,Transfer,Web,0,1
30296,24058,3704.22,Moscow,2023-05-20 04:24:02.749954,Withdrawal,Mobile,0,1
30297,11221,7687.51,Las Vegas,2024-06-27 05:58:10.780531,Purchase,Crypto Wallet,0,0
30298,34902,2683.55,Los Angeles,2023-10-07 18:34:02.698539,Purchase,Web,0,0
30299,6015,9667.2,Los Angeles,2024-06-17 20:27:54.114039,Bill Payment,ATM,0,1
30300,16404,7901.34,Moscow,2022-03-28 03:15:16.376423,Withdrawal,Web,0,1
30301,36375,6195.69,Miami,2024-09-16 07:08:22.353327,Deposit,POS,0,1
30302,49369,5736.58,Miami,2020-03-05 13:27:50.992174,Withdrawal,POS,0,1
30303,16193,4210.87,Los Angeles,2024-04-30 18:33:58.765025,Bill Payment,POS,0,0
30304,31906,1370.24,Miami,2022-01-30 03:27:47.853051,Deposit,Web,0,1
30305,23592,2607.39,London,2021-05-04 14:44:54.662360,Transfer,Mobile,0,0
30306,44402,4780.25,Los Angeles,2023-07-07 05:53:14.184204,Transfer,POS,0,0
30307,23723,8009.98,Los Angeles,2024-03-28 09:24:08.793166,Purchase,Mobile,0,1
30308,16947,1679.76,Los Angeles,2021-11-26 23:34:37.767787,Purchase,Mobile,0,0
30309,3953,2129.75,San Francisco,2022-10-11 10:05:53.062080,Deposit,Mobile,0,0
30310,47167,6491.65,Miami,2022-09-16 03:54:34.447108,Purchase,Web,0,1
30311,28369,2830.75,Tokyo,2022-11-15 22:23:10.314774,Purchase,Crypto Wallet,0,0
30312,23439,3292.18,Tokyo,2021-01-16 21:12:06.799503,Bill Payment,Crypto Wallet,0,0
30313,14373,7079.16,Dubai,2024-10-14 01:28:04.463454,Transfer,POS,0,0
30314,3491,540.01,Dubai,2021-06-08 22:40:10.043434,Purchase,Crypto Wallet,0,1
30315,15116,5245.81,Moscow,2024-01-02 18:09:28.557439,Deposit,Mobile,0,1
30316,35072,3828.24,Tokyo,2022-02-10 08:28:11.651771,Withdrawal,Web,0,0
30317,31155,4734.01,Dubai,2024-05-21 09:36:08.520983,Withdrawal,Web,0,1
30318,48349,749.44,Moscow,2024-03-09 23:11:50.310087,Transfer,ATM,0,1
30319,35449,6311.73,Tokyo,2020-07-30 15:15:08.156248,Transfer,Web,0,0
30320,47155,5644.66,Dubai,2023-06-03 06:15:42.619532,Withdrawal,Crypto Wallet,0,1
30321,14667,7613.89,New York,2021-09-27 19:02:34.586596,Deposit,POS,0,0
30322,23282,3681.52,Las Vegas,2025-02-17 20:12:34.321848,Bill Payment,ATM,0,0
30323,39972,8683.14,Tokyo,2023-03-03 21:50:21.684300,Bill Payment,Mobile,0,0
30324,3740,2566.67,San Francisco,2023-02-22 05:45:39.822188,Bill Payment,Crypto Wallet,0,0
30325,45422,6685.64,London,2024-09-10 16:12:58.874850,Bill Payment,POS,0,0
30326,32884,5005.72,London,2021-04-29 01:28:27.484446,Withdrawal,Crypto Wallet,0,1
30327,13173,2875.21,Tokyo,2023-04-17 19:20:36.867898,Bill Payment,Crypto Wallet,0,0
30328,48331,6138.18,Chicago,2022-11-25 02:09:50.597361,Purchase,Web,0,1
30329,5394,5713.29,Moscow,2025-02-06 17:29:34.738642,Deposit,Crypto Wallet,0,1
30330,42520,8214.43,Dubai,2024-01-10 21:58:08.306418,Purchase,Crypto Wallet,0,0
30331,30162,8178.0,Tokyo,2022-12-13 16:57:51.711104,Transfer,ATM,0,0
30332,33580,6759.95,Los Angeles,2023-04-01 03:26:33.458562,Withdrawal,ATM,0,1
30333,2011,9113.89,New York,2024-04-03 16:07:03.948287,Withdrawal,ATM,0,1
30334,26332,7215.29,Tokyo,2020-05-10 14:24:24.302700,Transfer,Crypto Wallet,0,1
30335,3064,4394.91,Moscow,2021-02-05 12:23:37.358999,Withdrawal,POS,0,1
30336,9306,1197.7,London,2022-08-21 16:04:56.199489,Withdrawal,Web,0,0
30337,2001,5979.4,Chicago,2022-08-28 04:25:59.757569,Bill Payment,Mobile,0,1
30338,34820,5884.29,Dubai,2020-04-24 04:04:30.073300,Withdrawal,POS,0,1
30339,6877,1068.03,Miami,2020-06-08 21:26:05.711774,Purchase,ATM,0,0
30340,14323,1552.99,San Francisco,2024-09-20 00:28:55.074137,Transfer,ATM,0,0
30341,34158,857.18,Dubai,2024-11-09 04:03:25.578340,Withdrawal,Web,0,1
30342,37476,7397.34,Moscow,2024-10-16 19:07:31.541968,Purchase,Crypto Wallet,0,0
30343,43995,9926.76,Miami,2025-01-12 05:21:53.785865,Withdrawal,ATM,0,0
30344,16615,1083.09,Miami,2020-12-02 05:03:16.296920,Deposit,ATM,0,0
30345,33443,1328.44,Moscow,2023-06-02 03:23:25.441392,Deposit,ATM,1,1
30346,13468,5186.19,Tokyo,2024-05-13 07:56:29.429551,Transfer,ATM,0,0
30347,27265,5442.32,San Francisco,2022-09-16 16:52:39.251653,Withdrawal,POS,0,0
30348,49528,9678.43,Dubai,2021-01-19 23:15:10.705868,Transfer,Crypto Wallet,0,1
30349,9844,9981.06,San Francisco,2022-11-04 08:56:19.084978,Transfer,Web,0,1
30350,46296,7434.32,Tokyo,2021-06-12 21:40:44.369404,Transfer,Crypto Wallet,0,1
30351,44950,6888.92,San Francisco,2020-10-08 17:08:59.258305,Transfer,ATM,0,1
30352,41523,2122.99,Miami,2024-02-01 01:03:27.984676,Withdrawal,Mobile,0,1
30353,25677,4506.5,Tokyo,2022-09-14 18:28:03.462681,Transfer,POS,0,0
30354,22739,4783.79,Dubai,2020-05-21 11:40:18.865941,Transfer,ATM,0,0
30355,22542,4183.42,Las Vegas,2020-06-16 21:18:26.299197,Deposit,POS,0,0
30356,4533,8525.56,Los Angeles,2020-10-19 15:21:45.939208,Bill Payment,Crypto Wallet,0,1
30357,19958,8567.7,New York,2024-05-10 10:56:08.277760,Deposit,Mobile,0,1
30358,9108,8369.32,Las Vegas,2022-05-10 06:38:45.573247,Withdrawal,ATM,0,1
30359,17423,7076.63,New York,2021-05-03 16:37:30.833637,Purchase,ATM,0,1
30360,16885,4256.78,Los Angeles,2021-05-21 22:28:42.074084,Bill Payment,Mobile,0,0
30361,33568,7463.22,Las Vegas,2021-08-31 10:22:33.308793,Withdrawal,Web,0,1
30362,13938,6798.66,Los Angeles,2022-09-15 03:22:12.576157,Withdrawal,Web,0,1
30363,11310,1873.63,Las Vegas,2024-01-16 07:23:19.470846,Withdrawal,Crypto Wallet,0,0
30364,43662,1987.18,San Francisco,2024-06-09 20:00:22.764324,Purchase,Crypto Wallet,0,0
30365,30605,1809.35,Dubai,2020-02-11 19:37:31.933898,Purchase,Web,0,1
30366,25354,5612.93,Chicago,2021-09-29 17:55:06.779236,Withdrawal,Web,0,1
30367,18598,5889.11,Tokyo,2023-06-02 18:59:08.933006,Deposit,ATM,0,0
30368,32759,9396.68,Dubai,2024-12-27 04:42:43.864430,Withdrawal,ATM,0,1
30369,46974,6483.76,New York,2022-11-13 16:53:02.149126,Deposit,Web,0,1
30370,44257,180.56,Chicago,2021-08-16 10:54:23.379475,Purchase,Web,0,0
30371,8986,5039.4,London,2021-02-22 02:03:13.979739,Bill Payment,Crypto Wallet,0,1
30372,22001,4615.33,Los Angeles,2023-04-09 13:08:31.952835,Purchase,Web,0,0
30373,3403,7108.88,Moscow,2023-02-08 21:58:30.317717,Withdrawal,ATM,0,0
30374,32978,1710.25,New York,2020-12-21 14:13:38.808098,Bill Payment,Web,0,0
30375,25165,6343.95,Chicago,2025-01-05 16:31:23.537321,Withdrawal,Crypto Wallet,0,1
30376,45658,4763.96,Las Vegas,2024-11-21 10:44:11.713209,Withdrawal,Mobile,0,0
30377,5981,7961.44,Las Vegas,2021-10-03 10:14:51.574868,Purchase,POS,0,1
30378,36433,1479.29,San Francisco,2021-05-14 22:15:59.417436,Deposit,ATM,0,0
30379,30618,26.33,Los Angeles,2021-07-07 12:00:35.877952,Deposit,Web,0,0
30380,13323,7258.72,Dubai,2020-10-30 18:45:13.913511,Withdrawal,Web,0,1
30381,25449,8231.44,New York,2020-05-16 02:55:57.386890,Purchase,Web,0,1
30382,22929,6535.6,Moscow,2020-08-10 19:17:20.294202,Transfer,Web,0,1
30383,31648,2925.69,Tokyo,2024-09-01 08:16:07.523950,Transfer,ATM,0,0
30384,26803,8257.92,Chicago,2024-05-01 06:50:30.636223,Deposit,ATM,0,1
30385,25226,1429.68,Dubai,2021-06-25 15:35:39.800389,Withdrawal,Web,0,1
30386,3684,7549.56,London,2020-05-07 22:32:54.406943,Deposit,Mobile,0,0
30387,44853,3913.62,San Francisco,2023-04-17 02:02:24.432222,Purchase,Web,0,1
30388,3420,8132.67,New York,2023-04-11 03:38:47.472719,Purchase,POS,0,1
30389,1214,8361.21,Dubai,2023-08-21 05:34:37.806234,Deposit,Crypto Wallet,0,1
30390,41859,5200.57,Los Angeles,2020-11-27 16:34:30.278952,Withdrawal,Web,0,1
30391,46618,4615.88,New York,2020-07-03 14:21:01.776173,Withdrawal,Crypto Wallet,0,0
30392,8261,3430.04,New York,2021-02-09 23:45:00.167062,Purchase,POS,0,0
30393,8228,5709.48,San Francisco,2021-01-08 07:46:12.844823,Bill Payment,Web,0,1
30394,5729,9641.54,Las Vegas,2025-03-01 13:29:36.340000,Deposit,ATM,0,0
30395,30215,8690.73,New York,2022-12-26 11:43:34.237169,Transfer,Web,0,1
30396,19931,9854.22,Moscow,2022-09-25 02:09:04.518974,Withdrawal,Mobile,0,0
30397,31507,716.8,Moscow,2024-12-11 14:31:02.746433,Transfer,Crypto Wallet,0,0
30398,11917,4073.72,Chicago,2025-02-12 02:38:20.403286,Transfer,Mobile,0,1
30399,5451,7051.44,Las Vegas,2021-09-16 14:31:59.907333,Deposit,Web,0,1
30400,29319,4530.12,London,2024-09-09 05:04:57.694304,Deposit,Mobile,0,0
30401,4406,4944.14,Chicago,2022-10-21 22:30:29.133823,Deposit,POS,0,0
30402,11558,2436.2,Dubai,2023-07-16 20:24:05.760659,Bill Payment,Crypto Wallet,0,1
30403,3280,581.53,Tokyo,2020-10-25 01:28:24.876673,Transfer,Web,1,1
30404,35391,6064.46,New York,2023-03-25 08:35:38.605018,Deposit,POS,0,0
30405,24505,707.92,London,2024-08-03 02:00:20.299772,Transfer,Crypto Wallet,0,1
30406,6274,1195.75,London,2020-03-21 10:45:18.229541,Purchase,Web,0,0
30407,41343,9259.43,New York,2022-03-31 02:53:08.854386,Deposit,Mobile,0,1
30408,45147,6839.96,San Francisco,2023-12-11 09:45:49.184339,Withdrawal,Crypto Wallet,0,1
30409,17155,8559.27,Tokyo,2022-04-18 15:54:41.999923,Withdrawal,Web,0,1
30410,29642,6772.42,San Francisco,2023-11-21 23:54:24.160125,Withdrawal,Crypto Wallet,0,1
30411,28996,8764.23,Chicago,2022-11-06 07:50:03.411500,Bill Payment,ATM,0,1
30412,29748,3382.28,Tokyo,2024-08-18 12:40:54.354712,Purchase,ATM,0,0
30413,16287,8006.52,Tokyo,2023-07-14 10:42:08.278729,Withdrawal,Crypto Wallet,0,1
30414,8600,3426.62,Miami,2021-08-04 10:08:39.465092,Withdrawal,POS,0,0
30415,43094,3571.22,Miami,2023-10-21 18:55:15.905267,Deposit,Crypto Wallet,0,0
