Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
CUST3034,62.05,Female,T-shirt,Books,253.88,Houston,XL,White,Summer,4.3,No,Overnight,No,Yes,46.0,PayPal,Monthly
CUST3035,22.81,Female,Headphones,Electronics,106.11,Chicago,XL,Blue,Winter,2.2,Yes,Express,Yes,Yes,38.0,Credit Card,Weekly
CUST3036,55.68,Male,Book,Footwear,473.05,Los Angeles,XL,White,Summer,2.8,Yes,Overnight,No,Yes,33.0,Debit Card,Monthly
CUST3037,27.91,Male,Laptop,Apparel,112.74,New York,XL,Black,Spring,2.6,No,Express,Yes,No,30.0,Debit Card,Monthly
CUST3038,31.96,Female,Smartphone,Electronics,146.06,Los Angeles,S,Blue,Summer,4.7,Yes,Overnight,Yes,Yes,24.0,Credit Card,Quarterly
CUST3039,53.03,Female,Laptop,Accessories,465.89,Phoenix,S,Green,Summer,4.3,Yes,Standard,Yes,Yes,46.0,Credit Card,Quarterly
CUST3040,49.35,Female,Book,Footwear,791.98,Los Angeles,M,Black,Summer,4.8,No,Standard,No,No,13.0,Credit Card,Monthly
CUST3041,63.43,Female,Headphones,Books,668.94,Chicago,L,White,Fall,4.0,Yes,Express,Yes,Yes,7.0,Cash,Weekly
CUST3042,27.78,Male,T-shirt,Accessories,174.47,New York,XL,White,Fall,2.6,Yes,Standard,No,Yes,27.0,PayPal,Weekly
CUST3043,57.61,Female,Laptop,Books,190.72,Houston,M,Green,Summer,2.5,No,Overnight,Yes,No,6.0,Debit Card,Monthly
CUST3044,55.66,Female,Book,Apparel,18.94,New York,L,Black,Summer,2.9,No,Overnight,Yes,No,16.0,Debit Card,Quarterly
CUST3045,47.06,Male,Laptop,Books,165.67,Los Angeles,M,Black,Spring,2.7,Yes,Standard,No,No,23.0,Credit Card,Weekly
CUST3046,42.93,Male,Bag,Accessories,96.81,Chicago,S,White,Winter,2.6,No,Standard,No,No,46.0,Cash,Quarterly
CUST3047,63.21,Male,Smartphone,Footwear,494.12,Chicago,M,Red,Fall,2.0,Yes,Standard,Yes,No,21.0,Credit Card,Quarterly
CUST3048,35.31,Male,Headphones,Apparel,821.53,Chicago,M,White,Summer,4.9,No,Standard,No,No,17.0,Cash,Quarterly
CUST3049,67.77,Female,Headphones,Accessories,538.56,Los Angeles,M,Green,Fall,1.2,No,Express,No,Yes,36.0,Cash,Quarterly
CUST3050,18.8,Female,Bag,Books,186.48,New York,M,Green,Spring,2.4,Yes,Standard,Yes,No,5.0,Cash,Quarterly
CUST3051,66.73,Female,T-shirt,Apparel,630.12,Los Angeles,L,Red,Fall,1.0,Yes,Standard,Yes,Yes,21.0,Credit Card,Monthly
CUST3052,68.03,Male,Bag,Apparel,264.79,Phoenix,S,White,Summer,3.7,No,Express,Yes,Yes,9.0,Debit Card,Monthly
CUST3053,24.1,Female,Smartphone,Electronics,930.93,New York,S,Black,Spring,4.7,No,Overnight,No,No,1.0,PayPal,Weekly
CUST3054,69.98,Male,Book,Footwear,422.77,New York,M,Red,Winter,4.4,No,Standard,Yes,Yes,10.0,Cash,Weekly
CUST3055,42.9,Male,Book,Books,574.66,Los Angeles,XL,Green,Winter,1.6,No,Standard,Yes,No,42.0,Credit Card,Quarterly
CUST3056,30.61,Female,Shoes,Electronics,343.44,Houston,XL,Green,Winter,2.7,Yes,Express,Yes,No,22.0,Cash,Weekly
CUST3057,49.43,Female,Smartphone,Footwear,830.6,Los Angeles,M,Red,Fall,2.3,No,Express,Yes,No,6.0,Cash,Quarterly
CUST3058,28.63,Female,Smartphone,Electronics,785.47,Los Angeles,XL,Green,Winter,2.3,No,Overnight,No,No,31.0,PayPal,Monthly
CUST3059,65.59,Male,Book,Accessories,688.35,New York,XL,Green,Fall,1.7,No,Express,No,Yes,14.0,Credit Card,Monthly
CUST3060,46.71,Female,Bag,Footwear,440.74,New York,L,Red,Spring,3.0,No,Standard,No,No,46.0,Debit Card,Weekly
CUST3061,58.33,Male,Book,Accessories,759.09,Houston,S,White,Summer,1.2,No,Overnight,Yes,No,8.0,Credit Card,Weekly
CUST3062,37.79,Male,Laptop,Books,867.25,Los Angeles,S,White,Summer,3.3,No,Express,No,Yes,26.0,Debit Card,Monthly
CUST3063,45.75,Male,T-shirt,Electronics,235.47,Los Angeles,XL,Black,Fall,3.1,No,Overnight,Yes,No,29.0,Credit Card,Quarterly
CUST3064,36.68,Female,Bag,Accessories,823.43,Houston,XL,Black,Summer,3.0,Yes,Express,No,Yes,6.0,Debit Card,Quarterly
CUST3065,31.6,Female,Shoes,Footwear,246.81,Houston,S,Red,Summer,1.5,No,Overnight,Yes,No,6.0,Debit Card,Quarterly
CUST3066,44.67,Female,Smartphone,Accessories,119.41,Los Angeles,L,Blue,Spring,3.2,No,Standard,Yes,Yes,9.0,Debit Card,Monthly
CUST3067,43.86,Male,Book,Electronics,517.72,Houston,M,Green,Spring,3.0,Yes,Express,Yes,Yes,26.0,PayPal,Monthly
CUST3068,23.13,Female,Laptop,Electronics,545.79,Chicago,L,Black,Summer,1.6,Yes,Overnight,No,No,38.0,PayPal,Quarterly
CUST3069,69.03,Female,Shoes,Electronics,995.94,Phoenix,L,Black,Winter,2.4,No,Standard,Yes,No,49.0,Cash,Monthly
CUST3070,42.41,Female,T-shirt,Electronics,411.38,Phoenix,XL,Red,Fall,4.0,No,Standard,No,No,12.0,Cash,Monthly
CUST3071,61.67,Female,T-shirt,Footwear,341.78,Los Angeles,S,Black,Spring,1.6,No,Overnight,No,No,16.0,Credit Card,Monthly
CUST3072,65.55,Male,T-shirt,Electronics,574.56,Phoenix,L,Green,Spring,1.0,Yes,Overnight,No,Yes,21.0,Cash,Weekly
CUST3073,37.28,Male,Shoes,Apparel,452.4,Chicago,L,Blue,Spring,1.3,No,Overnight,No,Yes,7.0,PayPal,Weekly
CUST3074,39.52,Male,Headphones,Apparel,740.09,Phoenix,S,Black,Fall,3.8,Yes,Express,No,No,3.0,Credit Card,Weekly
CUST3075,47.25,Male,Bag,Accessories,495.36,Chicago,M,Blue,Summer,2.4,No,Overnight,Yes,No,49.0,Cash,Monthly
CUST3076,29.51,Female,Bag,Accessories,704.31,Chicago,M,Red,Fall,1.2,Yes,Express,No,No,43.0,PayPal,Monthly
CUST3077,25.59,Female,Shoes,Apparel,546.88,Phoenix,M,White,Winter,4.6,Yes,Express,No,No,25.0,Cash,Quarterly
CUST3078,31.56,Female,T-shirt,Electronics,638.47,Chicago,L,Black,Winter,1.7,No,Standard,Yes,Yes,1.0,Cash,Quarterly
CUST3079,66.61,Male,Laptop,Accessories,405.77,Los Angeles,S,Green,Winter,4.3,Yes,Overnight,Yes,No,24.0,Cash,Quarterly
CUST3080,48.12,Female,Shoes,Footwear,927.47,Los Angeles,XL,Green,Winter,2.9,Yes,Express,Yes,Yes,25.0,Debit Card,Monthly
CUST3081,39.71,Female,Laptop,Apparel,123.4,Phoenix,L,Blue,Fall,3.7,No,Express,No,Yes,0.0,Cash,Weekly
CUST3082,25.93,Male,Headphones,Footwear,480.93,Chicago,XL,Green,Winter,3.6,No,Overnight,Yes,No,25.0,PayPal,Quarterly
CUST3083,35.15,Female,T-shirt,Footwear,65.78,Los Angeles,L,Blue,Fall,2.7,No,Standard,Yes,Yes,45.0,Cash,Weekly
CUST3084,37.75,Male,T-shirt,Electronics,861.6,Chicago,XL,Green,Winter,3.7,Yes,Standard,Yes,No,9.0,Credit Card,Weekly
CUST3085,61.33,Male,Laptop,Electronics,498.98,Los Angeles,L,Black,Spring,1.1,Yes,Standard,Yes,Yes,2.0,PayPal,Quarterly
CUST3086,43.96,Male,Headphones,Electronics,900.81,Chicago,M,Green,Summer,2.5,No,Overnight,No,No,41.0,Debit Card,Quarterly
CUST3087,52.04,Female,T-shirt,Footwear,520.69,New York,XL,White,Summer,2.9,No,Overnight,Yes,No,18.0,Debit Card,Quarterly
CUST3088,53.61,Female,Bag,Electronics,808.57,Houston,S,Black,Fall,2.2,No,Standard,No,Yes,31.0,Debit Card,Quarterly
CUST3089,31.38,Male,Shoes,Books,860.8,New York,S,White,Fall,4.4,No,Standard,Yes,No,0.0,Debit Card,Quarterly
CUST3090,60.72,Female,Laptop,Footwear,20.38,Phoenix,XL,White,Winter,2.7,No,Standard,Yes,No,35.0,Debit Card,Quarterly
CUST3091,68.26,Female,Headphones,Electronics,765.71,Chicago,M,White,Spring,3.3,Yes,Express,No,Yes,30.0,PayPal,Monthly
CUST3092,51.37,Female,Laptop,Electronics,379.24,Houston,XL,Black,Winter,2.0,Yes,Overnight,No,Yes,38.0,Credit Card,Monthly
CUST3093,43.51,Female,Smartphone,Footwear,147.91,Chicago,M,White,Summer,4.2,Yes,Express,No,Yes,10.0,Credit Card,Weekly
CUST3094,26.75,Female,T-shirt,Apparel,660.62,Phoenix,XL,Black,Summer,1.4,Yes,Express,No,Yes,17.0,Debit Card,Weekly
CUST3095,59.34,Male,Laptop,Electronics,175.09,New York,M,Green,Summer,2.0,No,Express,No,Yes,13.0,Cash,Quarterly
CUST3096,26.8,Female,Shoes,Books,227.79,Houston,S,Red,Winter,1.8,Yes,Overnight,Yes,Yes,28.0,Credit Card,Monthly
CUST3097,55.46,Male,T-shirt,Apparel,352.56,New York,L,White,Summer,3.2,Yes,Express,No,No,11.0,Cash,Quarterly
CUST3098,43.39,Female,Headphones,Books,675.51,New York,XL,Red,Spring,1.8,No,Standard,Yes,Yes,36.0,Cash,Quarterly
CUST3099,65.68,Male,Headphones,Apparel,90.76,Chicago,L,Black,Spring,3.3,Yes,Overnight,Yes,No,24.0,PayPal,Weekly
CUST3100,46.19,Male,T-shirt,Books,396.39,New York,L,Black,Summer,4.6,No,Express,No,Yes,39.0,PayPal,Monthly
CUST3101,51.37,Male,Headphones,Electronics,874.08,Phoenix,M,Black,Summer,2.0,Yes,Standard,Yes,Yes,7.0,Cash,Weekly
CUST3102,21.05,Female,Bag,Books,369.21,New York,M,Green,Spring,1.1,No,Standard,No,Yes,42.0,Cash,Quarterly
CUST3103,19.76,Female,Book,Apparel,778.4,Chicago,XL,Black,Spring,1.3,No,Overnight,Yes,Yes,29.0,PayPal,Monthly
CUST3104,62.03,Male,T-shirt,Books,541.38,Chicago,XL,Blue,Spring,4.7,Yes,Overnight,No,No,8.0,Debit Card,Quarterly
CUST3105,67.15,Female,T-shirt,Books,450.05,Phoenix,XL,Black,Fall,4.2,Yes,Express,Yes,Yes,4.0,Cash,Weekly
CUST3106,52.75,Male,Shoes,Books,109.38,New York,L,Blue,Spring,3.0,No,Express,No,Yes,1.0,Debit Card,Weekly
CUST3107,57.75,Male,T-shirt,Electronics,268.58,Chicago,S,White,Fall,3.7,No,Standard,Yes,Yes,34.0,PayPal,Weekly
CUST3108,39.44,Female,Shoes,Electronics,571.58,Houston,L,Green,Summer,2.6,Yes,Standard,Yes,Yes,8.0,PayPal,Weekly
CUST3109,61.81,Female,T-shirt,Books,733.83,Houston,S,White,Fall,2.0,Yes,Standard,Yes,No,24.0,Credit Card,Weekly
CUST3110,30.03,Female,Shoes,Accessories,525.22,Chicago,S,White,Fall,3.1,No,Express,No,Yes,28.0,Cash,Quarterly
CUST3111,54.77,Female,Bag,Apparel,771.24,Chicago,M,Red,Winter,2.4,Yes,Express,No,Yes,40.0,Credit Card,Weekly
CUST3112,18.48,Male,Shoes,Apparel,178.34,Houston,L,Black,Spring,3.0,Yes,Standard,Yes,No,42.0,PayPal,Monthly
CUST3113,44.3,Female,Book,Electronics,981.79,Los Angeles,S,White,Winter,2.5,No,Overnight,Yes,No,42.0,PayPal,Weekly
CUST3114,37.41,Female,Headphones,Accessories,143.05,Chicago,M,Green,Spring,3.8,No,Standard,Yes,Yes,29.0,Cash,Quarterly
CUST3115,50.13,Male,Laptop,Accessories,570.03,Los Angeles,L,Blue,Fall,2.4,No,Overnight,No,Yes,39.0,Debit Card,Quarterly
CUST3116,52.67,Male,Shoes,Accessories,969.07,Chicago,L,Blue,Summer,3.3,No,Express,Yes,Yes,41.0,Credit Card,Monthly
CUST3117,50.06,Male,Bag,Apparel,756.19,Los Angeles,S,Red,Fall,1.4,Yes,Standard,No,No,45.0,Debit Card,Monthly
CUST3118,43.13,Male,Book,Electronics,955.12,Chicago,M,Green,Summer,1.3,Yes,Standard,No,No,12.0,Cash,Monthly
CUST3119,43.37,Male,Smartphone,Electronics,559.74,Houston,L,Black,Fall,1.8,No,Express,No,No,39.0,PayPal,Monthly
CUST3120,18.34,Female,Shoes,Apparel,536.59,Phoenix,L,Green,Fall,3.4,Yes,Express,Yes,No,35.0,Cash,Weekly
CUST3121,46.69,Female,Laptop,Books,683.45,Chicago,L,Red,Winter,4.7,No,Standard,Yes,Yes,37.0,PayPal,Weekly
CUST3122,18.62,Female,Smartphone,Accessories,239.04,New York,XL,White,Winter,2.4,No,Express,Yes,Yes,13.0,Debit Card,Quarterly
CUST3123,45.53,Female,Smartphone,Footwear,625.32,Houston,XL,White,Summer,3.8,No,Standard,Yes,Yes,11.0,Cash,Monthly
CUST3124,32.29,Female,T-shirt,Footwear,544.15,New York,M,Blue,Spring,3.1,Yes,Overnight,No,No,22.0,Cash,Quarterly
CUST3125,68.83,Male,Shoes,Books,784.43,Chicago,M,Black,Winter,2.3,Yes,Overnight,No,No,2.0,PayPal,Weekly
CUST3126,18.89,Female,Book,Electronics,868.74,Phoenix,M,Red,Fall,4.7,Yes,Standard,No,No,9.0,Cash,Monthly
CUST3127,60.28,Male,Smartphone,Electronics,953.32,Chicago,S,Black,Winter,4.8,No,Standard,Yes,Yes,9.0,Credit Card,Monthly
CUST3128,53.05,Male,Headphones,Apparel,131.24,Phoenix,L,Blue,Summer,4.5,No,Express,Yes,Yes,2.0,Credit Card,Weekly
CUST3129,59.92,Male,T-shirt,Accessories,918.99,Houston,XL,Black,Winter,1.8,No,Standard,No,No,0.0,Cash,Weekly
CUST3130,65.31,Female,Headphones,Footwear,851.62,Los Angeles,M,Green,Winter,3.0,Yes,Express,No,Yes,32.0,Cash,Monthly
CUST3131,23.56,Female,Bag,Books,799.39,Chicago,M,White,Fall,3.9,Yes,Overnight,No,No,24.0,Credit Card,Quarterly
CUST3132,23.01,Female,Bag,Footwear,951.64,Chicago,S,White,Winter,1.4,Yes,Standard,No,Yes,2.0,Cash,Monthly
CUST3133,25.74,Female,Laptop,Accessories,693.33,Phoenix,L,Red,Winter,2.0,No,Standard,No,No,12.0,Debit Card,Quarterly
CUST3134,27.98,Female,T-shirt,Apparel,233.65,Los Angeles,L,Red,Fall,2.4,Yes,Overnight,Yes,Yes,39.0,Credit Card,Monthly
CUST3135,45.38,Male,Headphones,Books,842.56,New York,L,Red,Winter,2.6,No,Standard,Yes,Yes,5.0,Credit Card,Monthly
CUST3136,60.39,Male,Bag,Apparel,435.99,Chicago,XL,Red,Winter,2.7,Yes,Overnight,No,Yes,5.0,Credit Card,Quarterly
CUST3137,31.9,Male,Book,Apparel,720.59,Los Angeles,S,Red,Summer,3.5,No,Express,Yes,Yes,17.0,Credit Card,Quarterly
CUST3138,38.64,Male,Book,Books,718.17,Houston,L,Black,Fall,4.9,No,Overnight,No,No,45.0,Cash,Monthly
CUST3139,37.4,Male,Headphones,Books,254.52,Phoenix,XL,Black,Summer,2.0,No,Express,No,No,27.0,Cash,Weekly
CUST3140,39.11,Male,Bag,Books,969.22,Phoenix,L,White,Summer,4.9,Yes,Overnight,Yes,No,7.0,Cash,Monthly
CUST3141,47.38,Male,Bag,Apparel,650.13,New York,M,White,Fall,4.2,No,Express,Yes,Yes,19.0,Cash,Monthly
CUST3142,69.49,Female,T-shirt,Footwear,301.65,Los Angeles,M,Blue,Winter,3.2,No,Express,No,No,25.0,Cash,Monthly
CUST3143,29.74,Female,Shoes,Footwear,607.57,Los Angeles,L,Black,Winter,4.2,No,Express,No,No,45.0,Credit Card,Weekly
CUST3144,53.57,Male,Laptop,Footwear,846.9,New York,S,Green,Spring,2.4,Yes,Standard,No,Yes,28.0,Credit Card,Weekly
CUST3145,62.09,Male,Laptop,Apparel,611.68,Phoenix,S,Black,Winter,4.5,Yes,Overnight,Yes,Yes,29.0,Debit Card,Quarterly
CUST3146,51.99,Male,Smartphone,Books,555.77,Los Angeles,L,Blue,Fall,3.1,No,Standard,Yes,Yes,41.0,Debit Card,Weekly
CUST3147,62.63,Male,Book,Footwear,70.69,Houston,XL,Red,Summer,3.7,Yes,Express,No,Yes,8.0,Credit Card,Weekly
CUST3148,57.5,Female,T-shirt,Electronics,88.59,New York,XL,Black,Summer,1.3,Yes,Standard,Yes,No,34.0,Credit Card,Monthly
CUST3149,22.86,Female,Smartphone,Apparel,350.05,New York,L,Green,Spring,3.6,No,Standard,Yes,No,27.0,Debit Card,Monthly
CUST3150,37.72,Female,T-shirt,Books,627.94,Los Angeles,M,White,Summer,4.7,No,Express,No,Yes,6.0,Cash,Weekly
CUST3151,46.74,Female,Smartphone,Books,510.0,Los Angeles,S,Blue,Fall,2.3,No,Standard,Yes,Yes,18.0,PayPal,Quarterly
CUST3152,20.92,Male,Laptop,Apparel,962.62,Phoenix,M,Blue,Spring,3.7,Yes,Standard,Yes,Yes,39.0,Debit Card,Monthly
CUST3153,18.49,Female,Laptop,Footwear,752.42,Phoenix,S,Black,Summer,4.6,Yes,Express,Yes,No,7.0,Debit Card,Quarterly
CUST3154,26.91,Female,Bag,Footwear,40.62,Los Angeles,L,Black,Spring,3.8,No,Overnight,Yes,Yes,43.0,Debit Card,Quarterly
CUST3155,43.99,Male,Smartphone,Apparel,656.56,Houston,S,White,Spring,3.4,No,Express,No,No,21.0,Debit Card,Weekly
CUST3156,40.56,Female,Smartphone,Electronics,96.21,New York,L,Green,Fall,4.0,No,Overnight,No,No,19.0,Debit Card,Weekly
CUST3157,58.79,Male,Laptop,Electronics,924.03,Phoenix,L,Black,Fall,5.0,Yes,Express,No,Yes,2.0,PayPal,Monthly
CUST3158,47.42,Male,Bag,Electronics,239.1,Houston,M,White,Summer,4.1,No,Express,No,No,48.0,PayPal,Quarterly
CUST3159,62.61,Male,Smartphone,Accessories,546.25,Phoenix,XL,Black,Fall,4.7,Yes,Overnight,No,No,29.0,Debit Card,Quarterly
CUST3160,22.96,Male,Laptop,Apparel,450.34,Phoenix,XL,Red,Fall,2.7,Yes,Overnight,No,Yes,36.0,Debit Card,Monthly
CUST3161,45.46,Male,Headphones,Electronics,480.21,Los Angeles,XL,Blue,Winter,2.1,Yes,Standard,No,No,48.0,Credit Card,Weekly
CUST3162,20.21,Male,Headphones,Accessories,541.57,Phoenix,XL,Black,Winter,2.7,No,Express,No,No,14.0,PayPal,Quarterly
CUST3163,28.99,Female,Smartphone,Electronics,972.25,New York,S,Black,Fall,3.4,Yes,Overnight,No,No,14.0,Credit Card,Monthly
CUST3164,63.14,Male,Headphones,Electronics,190.83,Chicago,M,White,Winter,3.5,No,Standard,Yes,Yes,5.0,Debit Card,Monthly
CUST3165,64.15,Male,Smartphone,Books,934.23,Los Angeles,S,Black,Spring,2.7,Yes,Overnight,No,Yes,39.0,PayPal,Quarterly
CUST3166,42.73,Male,Headphones,Apparel,454.75,Houston,L,Red,Summer,4.8,No,Express,Yes,Yes,5.0,PayPal,Monthly
CUST3167,20.42,Male,Bag,Apparel,383.55,Phoenix,S,White,Spring,3.4,No,Standard,No,No,50.0,Cash,Weekly
CUST3168,21.87,Female,Shoes,Accessories,82.6,Houston,S,Green,Spring,2.6,No,Express,Yes,No,45.0,Debit Card,Monthly
CUST3169,66.13,Male,Book,Electronics,615.95,Los Angeles,S,Black,Summer,4.5,No,Overnight,No,No,12.0,Credit Card,Weekly
CUST3170,64.76,Male,Bag,Footwear,720.81,New York,XL,Black,Winter,4.7,Yes,Overnight,No,No,15.0,Debit Card,Weekly
CUST3171,47.3,Male,Laptop,Footwear,665.37,Chicago,M,White,Spring,2.1,Yes,Standard,No,Yes,46.0,Credit Card,Quarterly
CUST3172,19.71,Female,Shoes,Accessories,464.1,Phoenix,S,Blue,Winter,2.7,Yes,Overnight,Yes,No,36.0,Debit Card,Quarterly
CUST3173,66.3,Female,Shoes,Books,612.38,Houston,L,Green,Winter,4.4,Yes,Express,Yes,Yes,12.0,PayPal,Quarterly
CUST3174,34.35,Male,Shoes,Electronics,495.01,Los Angeles,M,Black,Spring,4.3,No,Standard,No,Yes,6.0,PayPal,Monthly
CUST3175,68.0,Male,Headphones,Books,544.27,Chicago,S,Blue,Spring,2.9,No,Express,Yes,No,17.0,Credit Card,Monthly
CUST3176,48.53,Male,Bag,Electronics,857.74,New York,L,Blue,Fall,3.4,Yes,Overnight,Yes,Yes,34.0,PayPal,Quarterly
CUST3177,57.12,Male,Book,Electronics,576.72,Chicago,S,Blue,Fall,1.8,Yes,Express,Yes,No,33.0,Credit Card,Monthly
CUST3178,55.06,Male,T-shirt,Accessories,439.28,Los Angeles,S,Green,Winter,2.9,No,Overnight,Yes,Yes,1.0,Credit Card,Weekly
CUST3179,38.71,Female,Smartphone,Electronics,499.74,New York,L,Black,Fall,3.9,No,Express,No,No,5.0,Debit Card,Weekly
CUST3180,22.0,Male,Bag,Electronics,846.28,Houston,M,Black,Fall,3.4,No,Overnight,Yes,No,16.0,Cash,Quarterly
CUST3181,26.45,Female,Smartphone,Footwear,837.86,Chicago,XL,Black,Fall,4.9,Yes,Standard,Yes,Yes,29.0,PayPal,Quarterly
CUST3182,30.5,Male,Book,Apparel,133.84,Houston,XL,Green,Winter,1.4,No,Overnight,Yes,No,25.0,PayPal,Quarterly
CUST3183,61.4,Male,Laptop,Electronics,518.54,Chicago,XL,Red,Spring,4.5,Yes,Standard,No,Yes,26.0,PayPal,Monthly
CUST3184,38.24,Female,Laptop,Apparel,200.17,Los Angeles,M,Green,Fall,1.5,No,Overnight,Yes,Yes,10.0,Debit Card,Monthly
CUST3185,64.62,Male,Headphones,Books,994.22,Chicago,S,Black,Summer,5.0,Yes,Overnight,Yes,Yes,38.0,PayPal,Quarterly
CUST3186,35.25,Male,Headphones,Electronics,42.99,Los Angeles,S,White,Spring,4.3,No,Express,Yes,No,35.0,PayPal,Weekly
CUST3187,57.29,Male,T-shirt,Footwear,645.09,Houston,XL,Green,Spring,3.0,Yes,Standard,Yes,Yes,49.0,Credit Card,Monthly
CUST3188,25.28,Male,Laptop,Books,321.66,Phoenix,S,Black,Summer,1.3,No,Express,Yes,Yes,47.0,Cash,Weekly
CUST3189,69.4,Male,Headphones,Footwear,526.76,New York,XL,White,Fall,4.0,Yes,Standard,Yes,No,34.0,Cash,Monthly
CUST3190,55.66,Male,Smartphone,Footwear,401.6,New York,S,Black,Winter,3.7,No,Overnight,Yes,Yes,27.0,PayPal,Monthly
CUST3191,44.04,Female,Book,Accessories,190.31,Phoenix,S,Green,Fall,5.0,Yes,Overnight,Yes,Yes,33.0,Cash,Monthly
CUST3192,68.66,Male,T-shirt,Footwear,627.07,Phoenix,XL,Red,Summer,2.3,Yes,Express,Yes,Yes,31.0,Debit Card,Weekly
CUST3193,20.79,Male,Bag,Apparel,241.29,New York,L,White,Fall,3.9,No,Overnight,No,No,4.0,Cash,Weekly
CUST3194,40.73,Male,T-shirt,Apparel,56.61,Chicago,XL,White,Spring,3.7,Yes,Express,Yes,No,16.0,PayPal,Weekly
CUST3195,61.61,Female,Laptop,Footwear,272.98,Houston,L,Red,Winter,1.5,Yes,Overnight,No,Yes,47.0,PayPal,Monthly
CUST3196,35.71,Female,Bag,Apparel,34.75,Houston,M,Blue,Winter,1.0,No,Standard,Yes,No,33.0,Credit Card,Weekly
CUST3197,57.99,Female,Bag,Books,895.24,Los Angeles,L,Green,Winter,3.2,No,Express,Yes,No,9.0,Debit Card,Weekly
CUST3198,67.65,Male,Shoes,Apparel,363.56,Chicago,XL,Black,Spring,3.6,Yes,Standard,No,No,41.0,Cash,Monthly
CUST3199,38.63,Male,Headphones,Electronics,994.5,Chicago,S,Red,Fall,1.6,Yes,Overnight,No,No,41.0,Debit Card,Quarterly
CUST3200,58.22,Male,Bag,Books,384.03,Houston,XL,Blue,Winter,4.7,Yes,Standard,No,No,34.0,Cash,Quarterly
CUST3201,19.54,Male,Bag,Apparel,621.44,Houston,S,White,Winter,1.5,Yes,Express,No,No,45.0,PayPal,Weekly
CUST3202,32.21,Male,Bag,Accessories,687.18,New York,M,Blue,Fall,4.4,No,Express,Yes,No,34.0,Cash,Quarterly
CUST3203,69.61,Male,T-shirt,Books,571.35,Houston,XL,Blue,Winter,2.5,No,Overnight,No,No,46.0,Debit Card,Monthly
CUST3204,43.51,Male,Book,Accessories,35.48,Houston,M,Blue,Spring,1.3,Yes,Standard,No,No,30.0,Credit Card,Weekly
CUST3205,36.5,Female,T-shirt,Accessories,129.2,Houston,M,Black,Fall,1.2,Yes,Overnight,Yes,No,45.0,Debit Card,Weekly
CUST3206,66.94,Male,Book,Electronics,283.2,Los Angeles,S,White,Winter,2.1,Yes,Standard,Yes,No,40.0,Credit Card,Monthly
CUST3207,40.46,Male,Shoes,Electronics,544.06,Phoenix,L,Red,Fall,2.4,No,Express,No,No,4.0,PayPal,Weekly
CUST3208,53.34,Male,Laptop,Apparel,779.49,Houston,L,Black,Fall,4.2,Yes,Standard,No,Yes,29.0,Debit Card,Monthly
CUST3209,52.35,Male,Shoes,Apparel,345.92,Phoenix,M,Red,Spring,1.7,Yes,Standard,No,Yes,22.0,Credit Card,Weekly
CUST3210,22.46,Female,Laptop,Footwear,377.66,New York,M,White,Spring,2.2,No,Overnight,No,No,43.0,Cash,Quarterly
CUST3211,50.17,Female,T-shirt,Electronics,254.95,Chicago,S,Red,Winter,4.9,No,Overnight,No,Yes,25.0,Credit Card,Quarterly
CUST3212,59.5,Male,Shoes,Apparel,934.56,Los Angeles,XL,Black,Fall,2.1,No,Standard,Yes,Yes,2.0,PayPal,Monthly
CUST3213,55.08,Female,Headphones,Books,396.21,Los Angeles,S,White,Winter,3.8,No,Express,No,Yes,49.0,Debit Card,Quarterly
CUST3214,22.27,Male,Shoes,Apparel,595.63,Houston,S,Green,Spring,1.6,No,Express,Yes,Yes,30.0,Debit Card,Quarterly
CUST3215,26.02,Male,Shoes,Apparel,200.13,Los Angeles,M,White,Summer,1.4,No,Express,No,No,4.0,PayPal,Quarterly
CUST3216,55.01,Female,T-shirt,Books,356.25,Phoenix,M,Red,Summer,2.3,Yes,Standard,No,No,32.0,PayPal,Quarterly
CUST3217,50.96,Female,T-shirt,Books,816.15,Phoenix,S,Black,Spring,2.6,No,Standard,Yes,No,37.0,Cash,Monthly
CUST3218,56.46,Female,Laptop,Books,297.69,Phoenix,M,White,Fall,3.5,No,Standard,No,No,2.0,Credit Card,Monthly
CUST3219,34.47,Male,Smartphone,Accessories,640.11,Chicago,XL,Green,Fall,1.9,Yes,Express,Yes,No,18.0,Credit Card,Monthly
CUST3220,23.54,Male,Bag,Books,635.78,Houston,L,White,Summer,1.8,Yes,Standard,Yes,Yes,11.0,Cash,Weekly
CUST3221,18.27,Female,Book,Electronics,137.43,Houston,L,Blue,Fall,3.7,Yes,Standard,Yes,No,41.0,Credit Card,Weekly
CUST3222,34.03,Male,Shoes,Accessories,535.04,Chicago,S,Black,Fall,1.1,No,Overnight,No,Yes,45.0,Debit Card,Quarterly
CUST3223,36.72,Female,Book,Apparel,578.17,Chicago,L,Red,Spring,1.6,Yes,Express,No,Yes,31.0,Debit Card,Monthly
CUST3224,32.03,Male,Shoes,Footwear,272.91,New York,M,Green,Fall,1.8,No,Overnight,Yes,Yes,6.0,Cash,Weekly
CUST3225,24.89,Female,Bag,Books,394.43,Phoenix,M,Black,Summer,1.5,Yes,Standard,No,No,47.0,Credit Card,Monthly
