Contract ID,Country,Supplier,Contract Value (USD),Bidders Count,Award Date,Contract Duration (Months),Risk Score
95d6bb0a,Kenya,"Mcgee, Best and Johnson",11937572.79,1,2021-07-10,6,High
9794d6dd,South Africa,Mckenzie-Walters,11036152.33,5,2020-03-26,24,High
320b07c6,Ghana,"Walters, Morrison and Stewart",29597817.65,5,2023-12-02,3,High
58bdecad,Uganda,"Steele, Palmer and Hall",29919694.42,10,2021-12-31,36,High
f2387a6d,South Africa,Alvarado-Weber,45983662.25,10,2022-05-04,12,High
c2b9f223,Ghana,"Pearson, Baker and Phillips",2936503.4,5,2020-12-12,24,Low
39b33d50,Zambia,Ramos and Sons,21554788.02,3,2022-02-05,3,High
52488d09,Uganda,Ali-Brown,29119788.39,1,2020-05-10,3,High
f3068078,Nigeria,"King, Nelson and Schaefer",28714888.02,2,2022-04-18,12,High
3c49a90e,Uganda,"Young, Lopez and Davis",23308313.23,1,2025-01-14,36,High
98f043c7,Kenya,Gomez Group,24121449.83,2,2022-09-16,36,High
84209bbb,Kenya,"Schmitt, Burke and Larson",9032417.07,2,2024-09-01,3,Medium
51d65ff8,Ghana,Leon LLC,36574800.25,5,2021-07-20,24,High
bb4becf9,Uganda,Wong Inc,42558200.91,3,2021-08-21,3,High
d0ce8354,Morocco,"Ortiz, Salas and Ramirez",18741871.81,10,2020-09-02,12,High
8bb55085,Kenya,Schmidt and Sons,38524052.9,2,2023-01-25,24,High
3d1d12fa,Ethiopia,Wood Inc,23600832.16,1,2020-03-27,12,High
c7bafe8a,Ethiopia,"Wright, Webb and Hughes",44641248.8,5,2020-05-28,24,High
6fff9e7a,Ghana,Lee-Clark,42106234.94,3,2024-12-20,36,High
51210af1,South Africa,Johnson Group,24212833.83,5,2021-01-04,36,High
f3846c5c,Morocco,Garcia Ltd,35683492.54,10,2024-05-10,6,High
8336e53e,Ethiopia,Copeland and Sons,40369523.98,2,2022-07-28,24,High
24b0d8fc,Egypt,"Bell, Rivas and White",11350152.76,5,2021-12-12,36,High
523d2bfe,Ghana,Smith PLC,18961933.91,5,2022-06-08,3,High
15cd6b40,South Africa,"George, Patel and Garcia",11972899.81,5,2023-03-29,24,High
4792461d,Zambia,Mills Group,46899372.21,10,2022-08-11,24,High
a54140ac,Tanzania,Williams-Petersen,35056225.04,1,2021-11-20,3,High
ddaf73fb,South Africa,"Gamble, Williams and Jordan",38013082.59,3,2022-10-29,24,High
cbe230bb,Kenya,"Jackson, Brooks and Larson",18508099.81,5,2020-12-29,6,High
27c1eb23,Nigeria,"Watson, Horn and Gardner",35138939.96,5,2021-12-30,24,High
fa9690de,Kenya,Medina Ltd,39251459.97,2,2021-05-16,36,High
66acc8c9,Kenya,"Navarro, Johnson and Gardner",28018653.25,2,2021-02-22,6,High
3115ffae,Ethiopia,"Scott, Smith and James",33097591.14,2,2021-09-10,24,High
4356e026,Ethiopia,Mcdaniel Group,48853026.81,10,2022-03-26,6,High
c5561dd4,Egypt,Salazar LLC,197927.5,10,2021-03-26,6,Low
4a69597b,Kenya,Gates-Bishop,29213246.03,1,2024-06-23,12,High
3695d700,Zambia,"Baker, Huffman and Lee",46876635.31,1,2023-11-21,24,High
5bdb9dce,Egypt,"Brown, Villa and Hernandez",1400189.27,3,2020-11-01,3,Low
dbd04d2f,Morocco,Gilbert-Walker,46620916.97,1,2023-05-03,3,High
a0b8d497,Rwanda,Mcintyre-Harrison,42122272.46,1,2020-03-31,12,High
e951261f,Morocco,Ross-Bartlett,43543727.24,1,2021-10-08,24,High
00d09c59,Morocco,Hunter-Brown,24813881.56,1,2021-10-23,6,High
6c33d1a3,Rwanda,Ramsey-Rocha,39815993.56,10,2020-12-26,36,High
2cb9f8cc,Ethiopia,King Ltd,30041633.83,2,2023-07-04,6,High
1d5b3b0d,South Africa,Williams Inc,28841289.07,2,2020-07-04,24,High
cb1cbc97,Nigeria,"Jackson, Morgan and Cross",18363908.94,3,2023-08-07,3,High
198ea6da,Ethiopia,"Li, Lopez and Zamora",41907241.12,3,2024-06-18,6,High
dc7ddeb5,Kenya,Mccoy-Maxwell,17726144.96,1,2021-11-03,6,High
14df9b1b,Ghana,"Sexton, Huang and Li",13451335.65,5,2022-07-15,24,High
6950be00,Egypt,Robertson-Farmer,34748894.51,1,2024-04-04,36,High
798a9d4d,Zambia,"Rodriguez, Payne and Davis",23320861.71,3,2024-07-06,24,High
6226079e,Zambia,Holden-Mclaughlin,22651162.17,1,2023-06-05,3,High
33931d1d,Uganda,Townsend PLC,1903199.07,10,2022-08-26,12,Low
5f64ffe6,Senegal,Gilbert Ltd,27530882.93,1,2023-04-18,12,High
644a4899,South Africa,"Stewart, Perkins and Waller",4155358.72,1,2020-12-28,12,High
75df3067,Ethiopia,Smith Inc,3511929.01,3,2022-05-20,36,Low
98b7d57e,Tanzania,"Sandoval, Simpson and Donovan",45536262.85,10,2025-01-27,24,High
fa16b7ab,Uganda,"Wood, Rodriguez and Le",3150973.28,3,2022-06-15,12,Low
72598c0b,Tanzania,"Smith, Shelton and Nelson",31408782.02,1,2023-03-15,24,High
82689666,Ethiopia,Jones-Graham,11707340.65,2,2021-02-18,36,High
f104d5db,Zambia,Adams-Figueroa,18872993.86,5,2023-10-19,3,High
62085b62,Rwanda,Kennedy-Miller,28297666.75,2,2020-09-29,36,High
c974ecfb,Uganda,Schwartz PLC,28533709.14,2,2023-06-18,24,High
2b857ec2,South Africa,Mcintyre Group,41447816.5,10,2023-03-17,36,High
8a328576,Ghana,"Boyd, Barnes and Wright",32317770.68,5,2023-10-21,12,High
c4547368,Uganda,Tyler-Ramos,577167.28,5,2022-11-08,3,Low
7b1d6ede,Senegal,Woodward-Knight,47861067.77,5,2021-09-29,36,High
076adb00,Ghana,Scott-Williams,38554619.32,1,2021-06-21,3,High
8120c9a0,Tanzania,Palmer-Cox,13854329.5,5,2024-01-31,6,High
f8cdc8a0,Senegal,"Rogers, Newman and Johnson",2941085.73,1,2021-06-11,24,High
4b3bbdff,Egypt,Wilson PLC,9816313.11,5,2022-08-09,24,Low
d8344709,Uganda,Simpson PLC,23757061.91,3,2023-12-27,24,High
5c59b3ba,South Africa,"Rivera, Huerta and Thomas",7711394.16,5,2024-04-21,36,Low
2ebce983,Kenya,Young-Perez,6811356.11,1,2024-03-20,24,High
2558a989,Ghana,Mcmahon-Morris,38069530.69,3,2023-03-28,24,High
e93939a1,Morocco,"Duran, Reid and Hanson",23155067.75,2,2020-05-29,36,High
e3b0a0f2,Senegal,"Vaughan, Davenport and Simmons",26824697.45,5,2021-06-29,36,High
2010f37c,Nigeria,Scott Inc,24651505.66,3,2020-06-22,12,High
dfa342a0,Kenya,Anderson-Lane,13151407.72,10,2025-01-31,3,High
da507730,Zambia,Dorsey-Walker,21554031.76,10,2020-08-10,36,High
85c6774b,Zambia,Castillo Group,49500206.07,1,2021-10-13,12,High
a490f095,Ethiopia,Graham-Johnson,12086769.3,3,2021-09-17,6,High
66f3a2d6,Rwanda,Lopez-Malone,6901645.49,10,2025-03-10,36,Low
d1c7874d,Uganda,May-Clark,40659622.98,5,2025-03-12,6,High
9b2fcba6,Zambia,Fernandez-Bullock,22789515.27,10,2023-05-07,36,High
7c246f01,Egypt,Alexander-Fuller,46815275.84,2,2023-01-06,36,High
8eafdddb,Senegal,Brown-May,35601644.38,10,2021-04-14,12,High
20730296,Rwanda,"Williams, Conley and Hanson",14343743.94,2,2022-03-03,3,High
b5f4bd51,Nigeria,Jenkins-Burton,5253673.11,10,2022-01-11,12,Low
7b243c42,Tanzania,"Randall, Moore and Strong",4510410.84,3,2021-02-12,6,Low
2964be69,Uganda,Barnes-Joseph,4230258.8,2,2024-08-14,36,Low
6182fcc5,Senegal,"Horton, Bell and Keith",4892214.0,2,2022-01-09,24,Low
3e6a4817,South Africa,"Rasmussen, Lee and Franklin",4273393.78,3,2024-04-06,24,Low
6aaee889,Senegal,Livingston-Cole,12320908.07,5,2021-03-25,24,High
bd1d8cbb,Senegal,"Jimenez, Patel and Ford",6910083.93,1,2024-12-03,24,High
9bd24db8,Ghana,Nicholson-Rogers,5984363.36,5,2020-11-27,24,Low
0c18bb1e,Rwanda,"Rogers, Hammond and Fowler",47547827.74,5,2022-12-19,24,High
a3d198a9,Rwanda,Allen-Davis,45547745.27,10,2024-06-16,12,High
d940cb33,Ghana,Martinez-Hawkins,36986365.56,3,2022-06-12,3,High
efe5ed56,Ghana,Costa Ltd,24660495.09,10,2023-02-02,36,High
b2242e28,Morocco,Walker Group,34800190.39,5,2024-07-28,12,High
619d1015,Ethiopia,Phillips-Cole,12523783.37,2,2020-11-21,24,High
4a109a7e,Rwanda,"Clark, Vargas and Church",35895218.31,5,2023-11-11,3,High
d3dc1088,Rwanda,Martin Ltd,17370260.16,3,2020-03-18,12,High
6782aa5f,Uganda,"Murray, Jones and Salazar",33974433.8,1,2023-04-16,36,High
c8124654,Nigeria,Townsend PLC,21343688.24,1,2021-06-19,36,High
359c0c62,Uganda,Bowman-Wallace,49760400.55,3,2024-08-19,6,High
57af4d02,Ghana,"Jones, West and Walker",11288712.8,2,2024-09-05,3,High
77388128,Uganda,"Johnson, Wallace and Allen",21686232.29,1,2020-10-20,24,High
1a70297a,Morocco,Woods Ltd,41221458.81,5,2021-01-17,3,High
eeb39982,Egypt,Ortiz-Mcintyre,30633034.24,10,2021-02-11,6,High
3cbcac03,Rwanda,"Tanner, Evans and Nicholson",15917806.39,5,2020-11-13,12,High
8151f736,Uganda,Rodgers-Miller,4723783.7,10,2020-04-23,3,Low
5d6b8c1d,Rwanda,Evans-Esparza,22321094.12,1,2022-06-22,36,High
86c519ee,Egypt,"Osborn, Winters and Thomas",9875530.58,5,2024-03-17,12,Low
f78873af,Morocco,Fox PLC,5915496.56,1,2023-04-11,36,High
aa1f24ab,Egypt,"Miller, Hickman and Smith",46329754.2,10,2023-11-09,12,High
385fd468,Kenya,Reed-Wilson,8046085.82,1,2024-12-03,36,High
b9430316,South Africa,"Contreras, Howard and Marquez",17204030.38,2,2023-10-18,24,High
a19fe906,Zambia,"Spencer, Mcintosh and Olson",25401462.16,10,2023-09-13,6,High
deebb962,Rwanda,"Gray, Young and Burton",12042940.95,3,2023-03-18,24,High
0779215c,Zambia,Stephenson-Carney,2789791.57,1,2023-08-16,36,High
d4f7b016,Tanzania,Meyer LLC,25265500.82,3,2021-04-09,24,High
b04351ad,Tanzania,Estrada Group,29193601.95,1,2022-01-18,6,High
d84293f9,Rwanda,Robinson-Martin,19217901.24,3,2024-01-07,24,High
5ebc1fb3,Senegal,Kelley Group,39890355.2,10,2020-09-20,6,High
d233296d,Morocco,"Ellis, Mccarthy and Perez",32068848.57,1,2025-03-09,3,High
9bc65aa7,Kenya,Stewart LLC,6453645.31,1,2022-05-02,6,High
4deceec0,Uganda,"Ellis, Adams and Davis",22017107.4,3,2021-12-15,6,High
d6dce904,Uganda,Campbell PLC,36898258.78,10,2021-12-22,6,High
3c70394c,Kenya,Johnson Group,13913703.94,3,2023-05-05,36,High
9b6d587f,Zambia,Wheeler and Sons,31057954.32,5,2021-07-08,24,High
682a0d55,Ghana,Wilkerson-Henry,33855972.4,3,2021-07-20,36,High
8a6621d3,South Africa,"Foster, Molina and Cain",49334821.94,10,2023-03-28,6,High
47c58f93,Morocco,Washington Inc,7917522.39,3,2021-09-21,12,Low
9d6b3343,Tanzania,"Nelson, Chavez and Mccarthy",38517483.82,3,2023-10-13,24,High
6fe2bbf1,South Africa,"Thomas, Peters and Young",38713120.55,5,2022-07-28,6,High
e5c14607,Rwanda,Martinez PLC,4852098.85,5,2021-07-24,6,Low
9dce80b1,Uganda,"Espinoza, Meadows and Miller",28661610.52,2,2024-09-02,12,High
92d3dda3,Morocco,"Scott, Contreras and Mejia",44647687.68,3,2021-09-16,12,High
7d4d83c9,Kenya,"Nguyen, Ball and Barry",4270181.89,2,2020-11-02,3,Low
4cf167ed,Uganda,"Roberts, Jones and Horn",36302873.47,2,2020-10-31,24,High
d35e9f13,Senegal,"Ochoa, Johnson and Lozano",39567438.71,3,2022-12-20,12,High
698ac2ad,Nigeria,Reed-Gonzalez,41490257.2,10,2023-05-03,6,High
ef5388cc,Kenya,Mccullough Group,38570141.91,3,2023-09-10,6,High
ae0c0efa,Rwanda,Kelly-Garcia,30395515.94,5,2021-11-03,12,High
ffc4390e,Uganda,"Marsh, Allen and Hays",4578207.0,2,2023-04-13,36,Low
8cbd97a2,Nigeria,White-Jackson,35808283.68,3,2022-06-05,12,High
7bf46ab4,South Africa,"Stevens, Miller and Walker",43565495.25,2,2022-07-12,3,High
f5cfc405,Uganda,Porter LLC,3809947.76,5,2022-07-03,36,Low
821d44a3,Rwanda,White-Mathis,10335262.95,2,2021-12-06,24,High
e41b3052,Ethiopia,Potter Group,41343104.57,2,2020-07-18,3,High
f0f92e11,Egypt,Roberts-Cunningham,3816762.87,1,2025-02-10,6,High
3e00552e,Rwanda,"Rios, Jackson and Chavez",24488705.82,3,2022-02-11,24,High
b8d6ef91,Zambia,"Wise, Jimenez and Elliott",39287547.07,2,2024-01-12,6,High
edcc9d1a,Senegal,"Griffith, Johnson and Gardner",37044171.14,2,2025-02-09,3,High
01dd0f84,Kenya,Smith PLC,19867307.15,10,2023-03-09,24,High
5ac18210,Morocco,Reed-Wilson,48127917.55,10,2020-04-21,12,High
3f2b5c89,Egypt,"Tucker, Mccarthy and Jackson",37162424.04,3,2025-01-21,3,High
4ac90686,Ethiopia,Briggs LLC,15354684.43,3,2025-03-10,24,High
cf97b78f,Rwanda,Hill and Sons,13667741.49,5,2020-07-17,3,High
3fe93503,Egypt,Hernandez-Holland,34462746.23,2,2021-10-13,36,High
1831c398,Rwanda,Campbell-Ayala,2817278.28,5,2022-01-29,6,Low
0f51bd3a,Egypt,Ford PLC,16258372.93,5,2020-06-11,36,High
b1b2ee33,Ethiopia,"Mcdaniel, Casey and Mathis",37958866.2,10,2021-11-02,24,High
7ce21c34,Nigeria,"Moreno, Duncan and Garcia",46483195.1,3,2025-01-30,3,High
cd1543e1,Rwanda,"Carroll, Morgan and White",19731587.5,2,2021-12-17,3,High
3efb11cd,Tanzania,Adams-Beasley,36083945.8,3,2020-11-04,3,High
df9fb40a,Uganda,Gonzalez and Sons,1877453.57,2,2020-08-31,12,Low
cc74f70b,Morocco,"Harris, Lynn and Gonzalez",565881.97,3,2022-02-18,3,Low
67925c7f,Nigeria,Becker-David,39627165.17,3,2023-11-02,6,High
be591493,South Africa,Lucas PLC,24926053.17,10,2021-06-23,24,High
9569d180,Zambia,Glover PLC,24465906.21,10,2022-06-26,36,High
51b9aeb8,Uganda,"Moore, Dean and Robinson",47620043.63,1,2021-08-19,12,High
1f9fd90e,Morocco,Jones-Becker,31156297.48,5,2022-09-13,36,High
77016738,Uganda,Shelton-Wheeler,17336126.09,1,2023-05-17,12,High
3ebddf6c,Nigeria,"Thompson, Solis and Case",8956094.3,1,2022-05-09,6,High
2c32607f,Tanzania,Jarvis and Sons,41598951.22,5,2025-03-11,3,High
278408a7,Senegal,"Nash, Rodriguez and Johnson",35984560.93,3,2024-08-06,3,High
1e95a046,Uganda,Conway-Elliott,10657755.04,2,2021-11-12,6,High
fb1767a8,Ghana,Lee-Pugh,21856353.56,3,2020-09-22,24,High
f4725e74,Morocco,Holden-Carter,36655124.82,2,2022-06-04,3,High
70e6082e,Zambia,"Blankenship, Alvarez and Hays",23350160.9,3,2020-09-18,6,High
52781bbe,Zambia,Buck and Sons,20117094.71,2,2022-11-16,6,High
f82d6859,Ghana,Henry-Green,38858368.67,2,2020-06-06,6,High
e1973284,Kenya,Reynolds-Kaufman,22299787.0,10,2021-09-09,36,High
1503715a,Senegal,Harmon-Ford,45171942.04,1,2023-02-06,12,High
ed5e035b,Ethiopia,Kent-Barr,32612390.72,1,2022-06-26,3,High
d6eed290,Ethiopia,Wolfe PLC,357728.13,10,2024-02-24,6,Low
1dc6663a,Ghana,"Andrews, Allison and Roberts",2188359.4,2,2023-03-02,3,Low
09242ed6,Egypt,Hernandez Group,16579993.96,3,2020-05-23,3,High
6d63a7d7,Kenya,"Bradley, Zhang and Soto",26192049.21,1,2021-10-27,12,High
3d203c37,Kenya,Williams-Pugh,45056244.55,10,2022-08-29,36,High
f43d7509,Egypt,"James, Wiggins and Castillo",18370322.45,10,2024-04-22,6,High
7bcb1d0f,Ethiopia,"Craig, Deleon and Sims",3717348.82,5,2023-08-03,36,Low
dc6edd4c,Uganda,"Shields, Flores and Richardson",8004394.02,10,2023-04-11,3,Medium
216dd0a1,Nigeria,Lewis-Kidd,29173677.73,10,2024-10-02,36,High
94389d53,Morocco,Jones-Ramos,29644954.75,10,2021-09-09,3,High
308b50c3,Ethiopia,Bowen LLC,9419252.44,2,2022-05-31,3,Medium
bcc6edda,Egypt,Gregory-Lara,11294979.24,3,2021-10-17,6,High
70c71cd3,Ghana,"Preston, Davis and Thompson",44511584.66,5,2023-09-17,3,High
9d17c70c,Uganda,Roberts Group,48384347.45,1,2023-07-11,6,High
21f164c5,South Africa,Perez-Garcia,11957695.94,3,2020-12-06,24,High
d25a7b9b,Morocco,"Bell, Gibbs and Ortiz",46886873.32,1,2022-05-04,6,High
7d80ae93,Tanzania,"Moore, Jones and Campbell",36192045.1,10,2024-08-09,36,High
f23614d6,Zambia,Arroyo-Stephens,32808948.91,5,2021-04-02,6,High
8e5a7352,Nigeria,Logan-Brown,9617497.85,5,2022-10-10,3,Medium
e2c6f1f8,Rwanda,Rodriguez Group,48896089.88,10,2022-04-18,24,High
2fcf785a,Morocco,Gill-Harvey,35803860.67,10,2023-08-24,24,High
7f750a91,Zambia,Davis-Carroll,46699419.01,5,2022-12-02,36,High
194da4a3,Senegal,"Gardner, Harper and Garner",37779952.18,1,2023-12-20,24,High
23cd7be7,Nigeria,"Molina, Woodard and Peterson",29088186.57,5,2025-03-02,6,High
ea7a4015,Rwanda,Kim-Jackson,4396302.06,5,2023-05-27,24,Low
b8336784,Zambia,Burke-Thomas,47568813.96,1,2020-06-03,36,High
7df1c615,Ethiopia,Martinez Group,135827.34,1,2023-12-31,36,High
a3163c21,Rwanda,"Smith, Kelley and Shannon",13422065.9,5,2024-08-25,3,High
305d81df,Kenya,"Doyle, Guerra and Miller",33760110.44,1,2023-01-20,36,High
63d4487e,Nigeria,Hull-Morales,11524903.73,10,2022-12-16,24,High
fb9286d1,Uganda,"Walker, Marquez and Thomas",36203808.41,1,2024-03-28,6,High
1ce9361d,Ghana,Porter PLC,42864466.5,3,2020-09-24,24,High
487e06c6,Rwanda,"Sullivan, Castaneda and Johnson",49918868.86,5,2023-08-10,36,High
28282013,South Africa,Pacheco PLC,48359075.22,1,2022-01-30,3,High
547c9755,Zambia,Anderson PLC,12851552.64,10,2023-03-17,24,High
472469f4,Kenya,Ross Inc,26462506.0,1,2021-02-15,6,High
566e5ec5,Uganda,"Trevino, Stewart and Campbell",27095451.28,3,2022-05-15,6,High
ab56942d,Uganda,Snyder-Cole,14552853.17,5,2022-12-10,3,High
53aa8ac3,Zambia,"Hunter, Marks and Brown",30464453.68,1,2021-01-05,12,High
61b3cc27,Ghana,"Murphy, Jarvis and Wells",18876151.47,10,2024-07-01,24,High
f1dbbc81,Ghana,Bennett-Dominguez,14956670.85,3,2024-09-09,3,High
73f87228,Tanzania,"Cordova, Wallace and Myers",20672818.67,5,2023-11-17,3,High
239ff826,Egypt,Martinez-Martin,47457991.88,10,2023-08-24,12,High
9b7f216c,Nigeria,"Wilson, Clark and Bell",30042774.39,10,2021-07-10,12,High
5f145a17,Ghana,Merritt-Jackson,22504650.03,5,2025-01-03,36,High
7a8e3b99,Uganda,Stevens and Sons,4590853.12,5,2021-11-22,36,Low
648f1cb3,Uganda,Beard Inc,8589230.05,3,2022-09-18,3,Medium
03725f34,Morocco,Garcia-Marsh,44900999.79,2,2023-08-10,24,High
2bae5d08,Rwanda,Jenkins-Sparks,22349717.95,2,2023-07-24,6,High
1309397b,South Africa,"Miller, Sullivan and Lopez",6602414.05,1,2022-04-16,12,High
f10c6dc6,Uganda,Nguyen-Riley,31252730.91,10,2021-01-27,3,High
ff3a72e0,Tanzania,Cruz-Lee,13442947.96,2,2020-05-06,6,High
0dffc8c6,Ethiopia,Beard-Cabrera,24527954.84,2,2021-01-26,6,High
97ed49f7,Egypt,Mooney-Ruiz,44647874.59,10,2022-07-24,36,High
be0373c2,Egypt,"Haley, Simmons and Murray",14096030.24,5,2022-08-22,6,High
187b24c7,Ethiopia,Olson and Sons,44394650.22,5,2024-06-23,3,High
de26ff8f,Rwanda,Warner Ltd,29434178.35,10,2022-08-15,3,High
5c31dbf0,Tanzania,Wright-Velazquez,31512299.11,10,2021-05-30,3,High
7dce4e44,Zambia,Murphy and Sons,44007383.88,5,2024-03-18,3,High
f13fe956,Tanzania,Burgess Inc,2003583.47,10,2024-02-22,3,Low
d13de11d,Ethiopia,Rivera-Campos,4018399.35,3,2025-02-10,24,Low
8494f946,Kenya,Parks Group,24531504.91,2,2023-08-30,6,High
a03dcba9,Uganda,Farmer-Jones,38251393.93,3,2022-03-28,12,High
da8ca391,Egypt,"Rodriguez, Jensen and Brown",45683997.82,2,2021-10-25,24,High
f0c8eb7c,Ethiopia,Knapp-Johnson,29275116.24,3,2021-07-11,24,High
47de0029,Kenya,Marsh-Johnson,49211308.5,1,2020-08-15,12,High
6a029023,Tanzania,Peters Inc,38766835.48,2,2023-04-29,24,High
5512b201,Senegal,"Gutierrez, Garcia and Cohen",22440947.63,5,2023-11-09,6,High
8ebd6d36,Nigeria,Wheeler PLC,30952537.68,1,2021-02-10,3,High
94ae7710,Uganda,Hicks-Smith,47633036.47,10,2024-09-13,12,High
f35dc975,Zambia,Morales LLC,12088639.03,2,2022-09-02,12,High
d548a22e,Senegal,Bruce-Blanchard,40885364.41,5,2020-11-29,24,High
4d08d629,Ghana,Oneill Ltd,6673714.17,10,2024-01-23,12,Low
00ea2041,Zambia,Rodriguez-Thompson,38983577.19,1,2022-07-18,36,High
6533b33a,Zambia,"Mcfarland, Olsen and James",5523013.93,3,2021-07-13,3,Medium
6d016250,Egypt,"Simmons, Hernandez and Crane",39970219.89,10,2024-04-10,3,High
2e35a890,Uganda,Medina PLC,42910924.81,1,2022-03-27,24,High
f58d60b7,Uganda,Martin LLC,30227780.19,1,2020-12-12,6,High
09ae408a,Ghana,"Cruz, Miller and Mcdaniel",7987592.43,10,2021-12-22,24,Low
d0880c13,Tanzania,Mcdonald PLC,9943881.99,1,2020-05-30,12,High
1bf82abd,Tanzania,Callahan Inc,6141545.76,3,2022-08-24,6,Low
a1a48c4b,Egypt,Mueller Inc,8130736.63,2,2024-04-05,12,Low
b8f31a95,Nigeria,Bennett Inc,16362196.32,3,2023-04-24,6,High
cb9abc2c,Rwanda,Clark-Rogers,32236687.59,10,2023-04-07,36,High
d56f2f22,Ethiopia,Bartlett-Rice,32526371.31,10,2024-10-06,36,High
62490a78,Ethiopia,Green LLC,42538904.29,3,2023-10-23,3,High
50add916,Senegal,"Rangel, Wilson and Allen",5880681.25,10,2021-11-19,36,Low
4ff6a9d2,Uganda,Simpson Group,18080301.03,1,2021-02-02,12,High
f9e5678d,Ethiopia,Walters-Houston,27631146.94,1,2024-05-22,6,High
c417832d,Zambia,Garcia-Moore,40235347.73,10,2022-05-27,6,High
40ee9910,Uganda,Jones Inc,48838299.48,3,2020-08-01,12,High
6703cd3a,Morocco,Russell Group,48807188.97,3,2024-09-14,36,High
4b568f9a,Egypt,"Allen, Ibarra and Rowland",36910386.03,10,2022-04-25,24,High
06dd990b,Egypt,"Williams, Austin and Shepherd",11381475.63,10,2020-09-22,12,High
e9f0260a,Kenya,Huffman-Navarro,21827485.64,10,2024-02-04,24,High
fc94c025,Zambia,Clark and Sons,24505584.93,5,2020-03-21,24,High
df9ebf51,Zambia,Ponce PLC,1622807.7,2,2020-12-16,6,Low
464cb0f6,Ghana,Crawford PLC,49622190.19,1,2022-01-28,24,High
a8add131,Tanzania,Diaz PLC,23196967.9,2,2021-08-19,24,High
eaec41fd,Ethiopia,Hernandez Ltd,46208789.4,1,2020-08-04,36,High
eaea2bca,Ethiopia,"Franklin, Flowers and Lewis",20002310.0,1,2020-09-20,6,High
0d50302b,Rwanda,"Jimenez, Robertson and Webster",27518158.49,2,2024-06-18,12,High
3170da41,South Africa,Myers-Shields,26424451.77,2,2024-06-25,3,High
d275045c,Rwanda,Davis-Wilson,9671901.86,5,2022-07-03,12,Low
a8b363fd,Ghana,Taylor and Sons,32044092.15,1,2024-01-24,12,High
0dda01ca,Tanzania,Brown-Obrien,34723963.24,5,2022-10-24,12,High
8cadacfd,Nigeria,Melendez and Sons,40154976.55,2,2021-05-22,24,High
0cb84a5c,Ghana,Deleon-Perkins,16003485.17,10,2024-03-02,3,High
873ce60c,Nigeria,"Spears, Doyle and Henderson",49222182.89,1,2020-08-31,3,High
a4b4fdd5,Rwanda,Harris-Cameron,25695965.43,10,2024-10-22,6,High
4d29d097,Senegal,Sweeney-Mason,36271553.88,2,2022-03-03,6,High
00f8a709,Zambia,"Gibson, James and Sullivan",33830855.38,3,2020-09-05,24,High
ad945988,Morocco,Li-Hall,16859441.88,1,2024-12-18,36,High
04cf34b5,Egypt,King-Hill,27865054.07,3,2021-06-01,3,High
24c76856,Tanzania,Foster Group,24162519.17,5,2023-11-19,6,High
87973c2a,Senegal,"Mason, Dodson and Vasquez",30306733.42,1,2024-03-31,24,High
9083bd50,Rwanda,"Smith, Jones and Salazar",43455753.26,2,2020-05-19,12,High
c6897aa1,Zambia,James Inc,33653621.4,1,2023-04-28,12,High
615cb36c,Ghana,Thompson-Campbell,12454198.09,2,2025-02-23,24,High
b4ac0bd6,Egypt,"Young, Gamble and Harris",26451679.32,2,2022-06-24,12,High
4eb99dec,Rwanda,Smith-Ortega,6973914.19,1,2021-09-20,3,High
fe1bc226,Egypt,Orr-Stanley,37631212.51,1,2024-05-16,6,High
c1a47ba5,Kenya,"Burch, Rivas and Barnes",47130825.01,3,2021-07-16,24,High
c12dc4a9,Kenya,Dixon-Craig,19400068.37,2,2020-10-07,24,High
7d3a61fc,Nigeria,"Nolan, Glover and Patterson",10277333.33,1,2023-02-02,12,High
10b9ddb4,South Africa,"Carter, Pham and Reyes",37801661.47,5,2022-06-07,24,High
572bf6e6,Nigeria,Smith Inc,37051666.69,5,2023-12-02,3,High
298e1ef5,Tanzania,"Baker, Owens and Small",10313190.8,2,2025-02-28,3,High
c151ff97,Egypt,Hess-Morris,12499779.41,1,2023-12-04,12,High
c2a7ecd5,Egypt,Collins-Martinez,25578874.02,5,2021-06-20,24,High
d6e2d6c0,Zambia,Davis-Bridges,44532180.59,10,2023-09-03,12,High
2a5c44c2,Zambia,Johnson and Sons,27306278.62,3,2022-01-13,24,High
a4bf815f,Ghana,Porter-Greene,42141767.68,1,2021-06-25,3,High
1786f811,Senegal,"Grant, Gordon and Day",16885768.21,1,2025-03-17,24,High
883a0c12,Egypt,Patel-Brewer,24667450.07,5,2021-09-01,6,High
eac0bd2b,Tanzania,Simmons LLC,39916506.82,5,2023-04-17,24,High
a521dbae,Zambia,"Steele, Myers and Townsend",8590351.6,1,2022-07-23,36,High
54e9c503,Ethiopia,Sampson-Hill,10011877.48,3,2024-03-28,12,High
36549713,Senegal,"Shah, Wade and Williamson",5613573.08,2,2021-07-08,6,Low
55f1549e,Ethiopia,"Jones, Harrison and Benitez",31952819.18,10,2024-06-29,6,High
f3220af6,Egypt,"Wood, Peterson and Alvarado",46065523.1,5,2022-08-06,12,High
05f16ef0,Zambia,Thomas PLC,867313.29,1,2023-04-28,12,High
34d4cf61,Zambia,"Franklin, Ramirez and Huang",17288045.53,1,2023-01-07,6,High
50c8d01c,Zambia,Tucker Ltd,7783704.01,2,2022-01-07,12,Low
